# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "GCF_000203835.1_ASM20383v1_genomic_combined.gtf" "-s" "2" "-O" "-M" "--fraction" "-t" "transcript" "-g" "locus_tag" "--extraAttributes" "gene_name" "-o" "counts.txt" "--minOverlap" "10" "--fracOverlap" "0.9" "QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam" "QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam" "QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam" "QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam" "QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam" "QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam" "QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam" "QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam" "QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam" "QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam" "QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam" "QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam" "QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam" "QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam" "QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam" "QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam" "QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam" "QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	gene_name	QSC18022AV_20220218090211__M512cpz_Tube_1_2d_S4_R1_001.sorted.bam	QSC18034AK_20220218090211__M512lpm_Tube_1_4d_S16_R1_001.sorted.bam	QSC18021AN_20220218090211__M512_Tube_3_2d_S3_R1_001.sorted.bam	QSC18030AM_20220218090211__M512_Tube_3_4d_S12_R1_001.sorted.bam	QSC18026AT_20220218090211__M512lpm_Tube_2_2d_S8_R1_001.sorted.bam	QSC18024AD_20220218090211__M512cpz_Tube_3_2d_S6_R1_001.sorted.bam	QSC18023A5_20220218090211__M512cpz_Tube_2_2d_S5_R1_001.sorted.bam	QSC18036A2_20220218090212__M512lpm_Tube_3_4d_S18_R1_001.sorted.bam	QSC18028AB_20220218090211__M512_Tube_1_4d_S10_R1_001.sorted.bam	QSC18033AC_20220218090211__M512cpz_Tube_3_4d_S15_R1_001.sorted.bam	QSC18019AC_20220218090011__M512_Tube_1_2d_S1_R1_001.sorted.bam	QSC18029AJ_20220218090211__M512_Tube_2_4d_S11_R1_001.sorted.bam	QSC18032A4_20220218090211__M512cpz_Tube_2_4d_S14_R1_001.sorted.bam	QSC18031AU_20220218090211__M512cpz_Tube_1_4d_S13_R1_001.sorted.bam	QSC18020AF_20220218090012__M512_Tube_2_2d_S2_R1_001.sorted.bam	QSC18025AL_20220218090211__M512lpm_Tube_1_2d_S7_R1_001.sorted.bam	QSC18027A3_20220218090211__M512lpm_Tube_3_2d_S9_R1_001.sorted.bam	QSC18035AS_20220218090211__M512lpm_Tube_2_4d_S17_R1_001.sorted.bam
SCO1030	NC_003888.3	1087803	1088321	+	519	NA	72	117	183	88	23	146	57	174	89	83	260	58	114	114	9	1035	178	19
SCO1031	NC_003888.3	1088547	1091114	-	2568	NA	1	4	9	0	4	3	0	1	1	2	6	0	2	4	2	12	0	0
SCO1032	NC_003888.3	1091111	1091860	-	750	NA	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0
SCO1033	NC_003888.3	1091857	1092141	-	285	NA	0	0	3	0	0	0	0	1	1	2	0	0	0	0	1	0	0	0
SCO1034	NC_003888.3	1092244	1092897	+	654	NA	3	15	9	1	3	2	0	2	0	4	1	1	8	5	0	6	5	1
SCO1035	NC_003888.3	1092908	1093495	+	588	NA	0	0	7	2	0	0	0	1	1	5	2	0	6	1	0	6	0	0
SCO1036	NC_003888.3	1093492	1094400	+	909	NA	1	0	3	1	1	1	0	0	2	0	1	0	12	0	0	2	1	0
SCO1037	NC_003888.3	1094465	1094866	+	402	NA	0	0	0	0	0	4	0	0	1	1	1	0	1	0	0	0	1	0
SCO1038	NC_003888.3	1094911	1095258	+	348	NA	25	14	39	7	8	21	16	19	10	24	5	8	29	18	1	48	14	1
SCO1039	NC_003888.3	1095280	1096518	-	1239	NA	12	25	89	9	7	46	6	28	27	40	28	18	46	30	0	60	14	1
SCO1040	NC_003888.3	1096556	1097206	-	651	NA	0	2	3	0	1	0	0	0	1	0	0	0	2	0	0	0	2	1
SCO1041	NC_003888.3	1097282	1098505	+	1224	NA	49	118	114	42	18	60	40	103	49	66	49	29	167	78	11	108	52	8
SCO1042	NC_003888.3	1098616	1098966	-	351	NA	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
SCO1043	NC_003888.3	1099030	1099809	+	780	NA	12	19	13	2	2	10	2	19	2	22	5	4	31	9	3	22	4	1
SCO1044	NC_003888.3	1099831	1100772	-	942	NA	0	0	1	0	0	0	1	2	2	2	7	0	5	0	0	14	2	0
SCO1045	NC_003888.3	1100965	1101198	+	234	NA	2	1	4	0	0	0	1	0	0	0	4	0	1	0	0	11	0	0
SCO1046	NC_003888.3	1101284	1103545	+	2262	NA	2	2	4	2	1	3	5	1	4	3	22	0	10	1	1	36	6	2
SCO1047	NC_003888.3	1103835	1104527	+	693	NA	0	2	8	3	0	4	3	4	1	1	7	2	1	0	0	16	1	0
SCO1048	NC_003888.3	1104500	1104952	-	453	NA	169	309	324	178	119	866	262	958	355	459	1660	352	504	367	32	5890	1164	35
SCO1049	NC_003888.3	1105031	1106194	-	1164	NA	3	3	4	0	0	3	0	2	2	1	0	0	1	2	0	4	2	2
SCO1050	NC_003888.3	1106404	1107006	+	603	NA	7	16	15	1	3	15	14	2	11	7	13	1	19	12	3	59	12	0
SCO1051	NC_003888.3	1107018	1108091	+	1074	NA	5	1	10	0	1	3	3	12	1	2	5	1	14	10	1	9	2	0
SCO1052	NC_003888.3	1108110	1108778	-	669	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCO1053	NC_003888.3	1109004	1109432	-	429	NA	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	2	0
SCO1054	NC_003888.3	1109450	1110652	+	1203	NA	10	24	54	13	8	25	16	25	13	19	36	8	37	21	1	56	8	2
SCO1055	NC_003888.3	1110755	1113025	-	2271	NA	11	3	6	4	1	11	1	7	4	9	15	4	8	4	0	8	3	0
SCO1056	NC_003888.3	1113337	1114596	+	1260	NA	1	3	3	1	0	2	0	4	1	0	3	0	1	6	0	6	0	1
SCO1057	NC_003888.3	1114608	1115573	+	966	NA	0	1	6	0	4	3	4	0	0	0	2	0	8	0	0	4	0	0
SCO1058	NC_003888.3	1115579	1116406	+	828	NA	0	0	2	1	2	4	0	2	4	10	1	0	6	7	1	15	3	0
SCO1059	NC_003888.3	1116447	1117826	+	1380	NA	1	5	15	7	1	1	8	3	3	3	6	0	6	2	1	16	7	0
SCO1060	NC_003888.3	1117870	1119111	-	1242	NA	22	38	25	8	11	14	6	16	4	28	16	2	24	21	1	14	4	5
SCO1061	NC_003888.3	1119167	1120834	-	1668	NA	1	0	2	0	0	4	0	4	1	0	4	2	5	1	0	4	2	0
SCO1062	NC_003888.3	1120925	1123006	-	2082	NA	0	3	0	2	0	0	1	4	0	0	1	0	1	1	0	9	0	3
SCO1063	NC_003888.3	1123067	1123960	-	894	NA	2	3	0	0	0	1	0	0	0	0	0	1	0	2	0	2	0	0
SCO1064	NC_003888.3	1123963	1124898	-	936	NA	1	0	0	0	0	1	2	0	0	0	2	0	1	0	0	3	1	0
SCO1065	NC_003888.3	1124895	1126256	-	1362	NA	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
SCO1066	NC_003888.3	1126535	1127557	+	1023	NA	20	13	20	7	3	16	8	26	11	12	12	7	38	17	3	42	16	4
SCO1067	NC_003888.3	1127704	1128876	+	1173	NA	0	0	2	2	0	7	1	2	5	7	3	2	12	0	0	6	0	0
SCO1068	NC_003888.3	1128954	1129694	+	741	NA	5	16	11	7	4	10	4	15	4	12	9	5	26	5	0	20	7	5
SCO1069	NC_003888.3	1129716	1130195	-	480	NA	33	25	87	8	15	39	13	26	10	28	24	19	37	14	3	78	29	4
SCO1070	NC_003888.3	1130429	1131094	-	666	NA	36	26	55	17	6	41	17	53	26	42	38	10	41	47	3	98	28	0
SCO1071	NC_003888.3	1131091	1132338	-	1248	NA	17	16	28	26	1	21	5	14	10	21	10	6	50	18	1	32	10	0
SCO1072	NC_003888.3	1132462	1132683	+	222	NA	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
SCO1073	NC_003888.3	1132744	1134012	-	1269	NA	52	70	117	24	13	49	19	63	22	76	58	17	119	59	3	114	36	12
SCO1074	NC_003888.3	1134157	1135512	+	1356	NA	90	76	136	43	23	94	53	115	46	116	123	55	205	112	5	243	79	13
SCO1075	NC_003888.3	1135646	1136689	-	1044	NA	19	14	18	7	1	19	15	32	6	30	69	3	22	4	0	152	38	0
SCO1076	NC_003888.3	1136858	1137052	-	195	NA	2	2	12	1	7	2	0	13	3	2	10	1	8	10	1	20	3	0
SCO1077	NC_003888.3	1137148	1138101	-	954	NA	6	5	2	3	2	1	5	11	4	5	5	0	20	3	0	2	3	1
SCO1078	NC_003888.3	1138342	1139391	+	1050	NA	61	68	112	47	16	90	32	107	49	122	88	67	105	70	14	374	99	14
SCO1079	NC_003888.3	1139479	1140312	+	834	NA	8	14	20	6	0	7	3	3	8	2	12	9	28	16	1	28	3	9
SCO1080	NC_003888.3	1140293	1141591	-	1299	NA	7	15	21	6	2	10	18	29	6	16	13	5	33	14	0	19	4	0
SCO1081	NC_003888.3	1141759	1142721	-	963	NA	137	89	132	25	43	144	155	157	30	115	151	75	459	80	9	306	132	14
SCO1082	NC_003888.3	1142777	1143565	-	789	NA	469	437	460	130	134	446	392	593	178	409	364	226	1098	319	18	882	383	79
SCO1083	NC_003888.3	1143786	1144295	-	510	NA	9	7	8	4	0	14	5	14	5	36	6	5	53	9	1	17	8	3
SCO1084	NC_003888.3	1144442	1144822	-	381	NA	29	23	22	11	7	27	10	18	10	48	30	8	75	31	3	71	13	5
SCO1085	NC_003888.3	1145088	1145816	+	729	NA	462	250	559	86	104	407	291	372	107	315	286	135	956	318	29	648	318	43
SCO1086	NC_003888.3	1145827	1146426	-	600	NA	107	26	79	15	8	94	23	55	24	68	51	10	204	33	5	57	15	6
SCO1087	NC_003888.3	1146486	1147556	-	1071	NA	116	76	180	18	41	134	74	151	44	111	227	25	131	118	15	301	126	10
SCO1088	NC_003888.3	1147553	1148371	-	819	NA	28	25	29	7	9	27	15	35	8	33	48	9	47	32	7	41	16	8
SCO1089	NC_003888.3	1148368	1149771	-	1404	NA	129	152	189	24	67	158	93	211	37	165	358	36	110	143	21	196	126	20
SCO1090	NC_003888.3	1149998	1150681	+	684	NA	76	113	96	32	24	53	44	141	45	79	136	31	94	74	4	340	86	14
SCO1091	NC_003888.3	1150733	1151272	-	540	NA	32	32	47	15	11	36	11	41	13	47	51	22	67	23	2	113	34	10
SCO1092	NC_003888.3	1151356	1151748	+	393	NA	16	7	11	0	2	14	2	12	5	6	8	5	6	5	1	10	9	6
SCO1093	NC_003888.3	1151783	1152634	+	852	NA	1	9	4	0	3	3	0	6	1	5	2	0	7	4	3	5	1	0
SCO1094	NC_003888.3	1152798	1153376	+	579	NA	41	36	48	5	7	19	8	20	6	30	10	11	83	33	1	35	11	0
SCO1095	NC_003888.3	1153488	1154504	+	1017	NA	2	0	6	0	0	2	0	3	0	2	3	0	5	0	1	4	1	0
SCO1096	NC_003888.3	1154572	1154766	+	195	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
SCO1097	NC_003888.3	1154808	1155686	+	879	NA	4	1	9	0	0	0	4	3	0	1	1	0	9	2	0	12	5	0
SCO1098	NC_003888.3	1155717	1156292	-	576	NA	11	23	23	8	1	14	4	10	7	14	6	9	37	11	1	25	4	4
SCO1099	NC_003888.3	1156289	1158022	-	1734	NA	0	0	0	0	3	1	0	2	0	0	0	2	0	0	0	2	1	0
SCO1100	NC_003888.3	1158218	1158796	+	579	NA	2	14	16	1	0	5	2	16	5	3	16	8	8	5	0	36	14	0
SCO1101	NC_003888.3	1158944	1159879	+	936	NA	47	31	83	8	12	68	17	39	15	50	34	27	89	45	5	97	28	3
SCO1102	NC_003888.3	1160123	1160794	+	672	NA	81	104	161	47	23	97	44	121	44	60	69	23	209	76	15	208	60	6
SCO1103	NC_003888.3	1160876	1161565	+	690	NA	12	18	31	11	4	7	8	36	12	21	14	11	26	21	4	45	17	3
SCO1104	NC_003888.3	1161710	1162411	+	702	NA	14	26	21	5	4	7	2	24	14	18	7	2	66	17	2	27	10	1
SCO1105	NC_003888.3	1162399	1163901	-	1503	NA	130	65	131	28	20	192	83	124	32	179	261	44	157	160	5	833	130	11
SCO1106	NC_003888.3	1164110	1164766	+	657	NA	14	7	16	1	0	20	7	28	4	25	11	6	12	28	3	21	7	3
SCO1107	NC_003888.3	1164809	1165264	-	456	NA	19	14	15	6	8	11	8	20	4	39	20	1	47	20	1	28	14	1
SCO1108	NC_003888.3	1165403	1165774	-	372	NA	60	93	130	26	14	85	26	119	54	69	110	16	183	70	8	242	48	6
SCO1109	NC_003888.3	1165916	1166995	+	1080	NA	18	14	7	3	1	16	8	11	4	16	7	2	33	13	1	18	7	3
SCO1110	NC_003888.3	1167193	1167993	+	801	NA	2	2	5	5	3	1	1	8	0	0	4	0	5	1	0	13	5	0
SCO1111	NC_003888.3	1167998	1168804	-	807	NA	0	1	4	0	2	0	1	0	0	0	0	1	8	2	1	2	0	0
SCO1112	NC_003888.3	1168853	1170556	+	1704	NA	2	2	2	0	1	6	1	10	9	13	9	0	11	8	0	14	3	0
SCO1113	NC_003888.3	1170638	1171792	+	1155	NA	77	136	146	71	56	186	52	197	75	167	206	80	214	154	11	789	127	14
SCO1114	NC_003888.3	1171863	1172540	+	678	NA	243	303	457	213	115	351	166	464	166	222	524	134	465	337	39	1387	356	54
SCO1115	NC_003888.3	1172537	1173535	+	999	NA	6	14	34	11	5	31	13	10	7	22	14	11	33	12	2	41	14	1
SCO1116	NC_003888.3	1173674	1174600	+	927	NA	55	112	146	40	41	114	60	109	55	124	49	62	179	98	11	243	49	7
SCO1117	NC_003888.3	1174890	1175927	-	1038	NA	13	21	42	18	7	29	8	13	8	20	11	8	36	11	8	49	8	1
SCO1118	NC_003888.3	1176089	1177579	-	1491	NA	4	0	12	0	0	1	7	4	0	2	10	1	16	2	1	0	0	0
SCO1119	NC_003888.3	1177797	1178273	+	477	NA	6	0	2	0	0	0	2	3	3	3	1	2	0	0	5	9	2	4
SCO1120	NC_003888.3	1178294	1179010	+	717	NA	21	19	21	1	5	23	12	47	17	55	19	7	47	16	1	32	18	2
SCO1121	NC_003888.3	1179094	1179834	+	741	NA	252	310	767	151	138	926	183	456	201	446	380	197	1091	362	32	1147	396	54
SCO1122	NC_003888.3	1179956	1180792	-	837	NA	69	70	100	33	33	86	26	87	46	76	102	36	92	71	7	219	70	4
SCO1123	NC_003888.3	1180851	1181249	+	399	NA	38	64	73	37	17	35	15	41	17	51	22	17	114	26	3	73	37	7
SCO1124	NC_003888.3	1181366	1181857	-	492	NA	0	0	3	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0
SCO1125	NC_003888.3	1181900	1182421	-	522	NA	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
SCO1126	NC_003888.3	1182418	1183572	-	1155	NA	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
SCO1127	NC_003888.3	1183673	1184611	+	939	NA	6	3	6	1	1	2	3	2	3	2	0	0	4	3	2	3	0	3
SCO1128	NC_003888.3	1184628	1185536	+	909	NA	0	3	2	0	1	1	0	3	1	0	0	0	1	0	0	1	0	1
SCO1129	NC_003888.3	1185632	1186480	+	849	NA	0	0	3	0	1	0	1	0	0	4	0	0	2	0	0	2	0	0
SCO1130	NC_003888.3	1186491	1188266	+	1776	NA	2	0	0	0	0	2	0	0	2	1	0	0	5	1	0	4	1	3
SCO1131	NC_003888.3	1188324	1189481	-	1158	NA	9	7	12	5	0	18	7	2	2	26	5	10	40	25	0	16	0	2
SCO1132	NC_003888.3	1189474	1191621	-	2148	NA	29	25	44	20	13	56	14	27	18	53	31	18	110	49	0	117	15	2
SCO1133	NC_003888.3	1191618	1192610	-	993	NA	9	11	6	8	3	28	13	1	6	16	22	8	51	13	0	75	8	1
SCO1134	NC_003888.3	1192607	1193209	-	603	NA	21	7	30	16	9	44	44	13	10	40	36	8	66	14	1	97	35	2
SCO1135	NC_003888.3	1193398	1193988	+	591	NA	109	111	117	16	15	78	53	99	39	51	69	30	224	91	7	235	57	25
SCO1136	NC_003888.3	1193951	1194742	-	792	NA	4	5	8	3	1	1	1	4	2	6	2	0	14	1	1	9	1	0
SCO1137	NC_003888.3	1194739	1196385	-	1647	NA	3	4	12	4	2	5	2	6	1	7	5	4	12	4	0	11	2	0
SCO1138	NC_003888.3	1196781	1197779	+	999	NA	0	3	1	0	0	1	2	2	0	0	3	1	4	0	1	2	1	0
SCO1139	NC_003888.3	1197776	1198321	+	546	NA	3	9	4	2	0	2	0	8	1	1	0	2	9	4	0	5	1	0
SCO1140	NC_003888.3	1198323	1199822	+	1500	NA	7	5	7	3	5	2	0	9	2	7	8	2	6	5	0	12	4	3
SCO1141	NC_003888.3	1199889	1200311	-	423	NA	9	3	4	3	8	15	5	16	4	22	20	5	26	14	0	33	22	0
SCO1142	NC_003888.3	1200394	1201473	+	1080	NA	2	2	3	1	1	4	0	2	1	3	1	2	9	3	1	5	0	1
SCO1143	NC_003888.3	1201486	1202247	-	762	NA	8	3	4	1	2	14	6	15	6	3	10	5	36	6	0	24	11	0
SCO1144	NC_003888.3	1202480	1204282	-	1803	NA	49	20	46	13	5	79	38	42	11	33	66	28	96	51	4	171	58	3
SCO1145	NC_003888.3	1204428	1204889	+	462	NA	11	13	33	3	8	18	6	21	6	16	7	14	41	14	1	27	5	6
SCO1146	NC_003888.3	1204911	1205669	-	759	NA	36	56	41	25	20	73	15	64	28	66	47	29	84	63	9	138	53	6
SCO1147	NC_003888.3	1205898	1207775	+	1878	NA	55	58	45	15	22	58	27	56	46	164	40	32	163	91	2	75	34	13
SCO1148	NC_003888.3	1207772	1209553	+	1782	NA	23	9	14	9	3	22	6	25	8	72	7	16	141	31	0	22	7	3
SCO1149	NC_003888.3	1209788	1210258	+	471	NA	3	1	6	0	2	2	3	2	0	1	1	0	10	8	0	2	2	2
SCO1150	NC_003888.3	1210322	1210594	+	273	rpmE2	2	6	1	1	0	2	0	1	0	1	0	0	1	2	0	2	0	2
SCO1151	NC_003888.3	1210615	1211409	-	795	NA	27	42	74	13	6	34	9	35	28	22	33	14	73	32	7	86	20	9
SCO1152	NC_003888.3	1211504	1214068	+	2565	NA	269	291	413	125	114	422	184	362	174	302	486	140	518	230	29	1120	289	70
SCO1153	NC_003888.3	1214088	1214954	+	867	NA	53	77	78	35	35	71	49	104	38	59	121	26	122	64	6	212	64	20
SCO1154	NC_003888.3	1214956	1215927	-	972	NA	33	39	59	18	12	84	21	64	21	57	61	20	86	52	2	125	33	5
SCO1155	NC_003888.3	1216065	1216478	-	414	NA	35	43	50	8	5	69	21	78	28	64	58	19	50	64	3	122	37	7
SCO1156	NC_003888.3	1216584	1217012	+	429	NA	74	98	120	20	26	51	23	94	43	72	53	14	118	91	7	124	39	16
SCO1157	NC_003888.3	1217041	1217655	-	615	NA	13	25	19	13	7	12	4	38	26	4	27	14	17	5	0	89	30	2
SCO1158	NC_003888.3	1217724	1218137	-	414	NA	4	7	7	0	5	5	4	6	7	0	10	1	4	3	0	35	2	3
SCO1159	NC_003888.3	1218156	1218593	-	438	NA	0	15	5	6	4	4	3	13	4	8	17	22	10	4	0	48	10	4
SCO1160	NC_003888.3	1218590	1221178	-	2589	NA	5	46	46	12	8	16	11	45	26	7	57	39	56	37	2	187	41	0
SCO1161	NC_003888.3	1221241	1221975	-	735	NA	11	48	118	23	17	14	12	55	31	11	68	48	44	34	4	251	32	8
SCO1162	NC_003888.3	1222188	1222787	+	600	NA	18	12	13	7	2	14	6	10	7	30	9	1	30	13	4	16	13	2
SCO1163	NC_003888.3	1223235	1224134	-	900	NA	175	175	420	100	99	214	187	337	156	161	569	116	289	224	38	1170	413	31
SCO1164	NC_003888.3	1224211	1224537	+	327	NA	6	3	4	3	1	3	1	9	1	13	3	0	3	1	1	9	4	2
SCO1165	NC_003888.3	1224677	1225594	+	918	NA	13	26	28	15	5	19	15	19	7	40	24	12	66	32	1	30	17	3
SCO1166	NC_003888.3	1225651	1225983	-	333	NA	27	74	85	8	15	71	21	64	30	72	74	26	123	51	3	129	67	10
SCO1167	NC_003888.3	1226297	1228969	+	2673	NA	34	18	23	8	5	22	17	25	8	32	10	3	40	18	4	47	10	6
SCO1168	NC_003888.3	1228966	1230234	+	1269	NA	9	3	6	1	1	4	0	8	0	3	0	0	12	5	0	5	1	0
SCO1169	NC_003888.3	1230329	1231492	-	1164	NA	21	41	38	24	5	28	35	24	30	52	72	24	134	66	1	113	29	13
SCO1170	NC_003888.3	1231648	1233093	+	1446	NA	13	16	8	3	2	17	2	6	4	14	9	8	25	5	0	14	2	1
SCO1171	NC_003888.3	1233319	1234527	+	1209	NA	6	7	20	0	3	7	2	12	1	8	5	2	18	8	0	15	3	0
SCO1172	NC_003888.3	1234835	1235440	+	606	NA	19	36	47	15	10	56	19	82	25	31	85	19	54	35	0	215	46	4
SCO1173	NC_003888.3	1235615	1236874	+	1260	NA	4	8	10	9	2	12	0	20	9	15	6	2	15	22	0	44	8	0
SCO1174	NC_003888.3	1237012	1238535	+	1524	NA	84	43	45	34	6	85	56	52	15	113	31	16	186	94	2	123	14	8
SCO1175	NC_003888.3	1238595	1239002	-	408	NA	0	4	0	2	0	0	1	0	0	0	0	0	2	0	1	0	0	0
SCO1176	NC_003888.3	1239663	1241453	-	1791	NA	31	24	18	6	8	38	26	19	5	34	22	3	48	65	0	74	28	9
SCO1177	NC_003888.3	1241562	1242302	+	741	NA	3	4	6	1	4	5	1	3	3	5	2	0	19	3	0	5	1	1
SCO1178	NC_003888.3	1242334	1242783	-	450	NA	7	11	23	5	4	9	6	12	10	14	20	4	25	12	0	48	11	6
SCO1179	NC_003888.3	1242817	1243575	-	759	NA	9	17	22	3	2	16	2	7	4	5	21	2	17	9	1	47	10	0
SCO1180	NC_003888.3	1243639	1244799	+	1161	NA	2	2	0	0	2	5	3	4	0	1	0	1	10	2	0	6	0	0
SCO1181	NC_003888.3	1244920	1245774	+	855	NA	41	66	73	21	13	51	39	86	42	58	79	25	99	49	4	201	69	14
SCO1182	NC_003888.3	1245771	1250951	+	5181	NA	94	135	145	81	40	172	81	128	61	168	138	74	245	97	25	424	107	27
SCO1183	NC_003888.3	1251004	1252173	+	1170	NA	18	29	40	26	9	38	17	31	10	35	46	18	50	42	2	102	15	3
SCO1184	NC_003888.3	1252179	1256141	+	3963	NA	38	67	139	35	24	65	28	67	43	75	47	16	104	54	11	171	30	3
SCO1185	NC_003888.3	1256138	1258141	+	2004	NA	10	11	18	5	2	10	10	18	3	17	17	12	27	11	1	38	5	1
SCO1186	NC_003888.3	1258218	1259243	+	1026	NA	29	26	43	11	8	29	6	25	15	26	10	11	51	16	4	53	6	0
SCO1187	NC_003888.3	1259461	1260606	+	1146	NA	0	3	4	2	0	1	0	2	0	0	3	1	0	0	0	1	1	0
SCO1188	NC_003888.3	1260854	1261948	+	1095	NA	3	7	5	8	1	2	9	2	5	4	4	1	7	4	2	9	3	1
SCO1189	NC_003888.3	1262121	1262546	+	426	NA	2	1	1	0	1	1	3	2	0	4	5	3	8	0	2	3	2	3
SCO1190	NC_003888.3	1262509	1264110	-	1602	NA	1	2	1	0	3	0	1	0	1	0	5	3	3	3	0	0	0	0
SCO1191	NC_003888.3	1264183	1264656	-	474	NA	44	33	130	8	16	41	20	29	21	33	25	14	150	35	7	101	19	2
SCO1192	NC_003888.3	1264780	1265148	+	369	NA	5	4	0	0	0	1	6	1	0	6	5	1	12	3	0	3	1	0
SCO1193	NC_003888.3	1265170	1265739	-	570	NA	1	4	5	2	2	6	3	6	0	9	7	2	7	5	0	15	5	3
SCO1194	NC_003888.3	1265841	1267331	+	1491	NA	0	9	3	1	0	2	0	4	0	11	2	9	2	1	0	2	2	1
SCO1195	NC_003888.3	1267321	1267515	-	195	NA	76	91	97	33	17	129	73	82	31	111	120	46	92	86	4	499	79	9
SCO1196	NC_003888.3	1267630	1268493	-	864	NA	983	928	1240	649	362	2944	818	1953	703	1789	3468	778	1980	1750	76	14082	2283	118
SCO1197	NC_003888.3	1268663	1269751	-	1089	NA	12	6	9	0	0	4	7	9	4	6	18	2	19	15	2	25	9	1
SCO1198	NC_003888.3	1269748	1270929	-	1182	NA	29	22	19	2	5	23	30	21	9	24	56	6	50	37	4	67	27	5
SCO1199	NC_003888.3	1270926	1271906	-	981	NA	21	15	21	5	1	21	14	16	12	14	23	9	47	15	0	56	13	5
SCO1200	NC_003888.3	1271991	1272566	-	576	NA	12	15	27	6	2	4	10	22	7	12	14	12	43	12	0	42	10	0
SCO1201	NC_003888.3	1272644	1273609	+	966	NA	14	12	10	5	4	25	4	15	8	32	21	8	52	22	0	38	6	0
SCO1202	NC_003888.3	1273700	1275238	+	1539	ligB	10	11	14	5	3	14	3	15	10	10	6	7	19	19	2	21	6	0
SCO1203	NC_003888.3	1275235	1275696	+	462	NA	1	2	10	2	0	2	2	7	6	11	1	1	15	3	0	6	1	0
SCO1204	NC_003888.3	1275830	1277215	+	1386	gabD1	3	4	8	2	1	10	1	11	7	20	9	7	14	8	0	22	9	1
SCO1205	NC_003888.3	1277253	1277477	+	225	NA	41	59	129	12	17	35	21	81	20	29	35	16	78	46	7	136	46	17
SCO1206	NC_003888.3	1277625	1278749	+	1125	NA	35	55	102	21	16	27	13	59	31	38	45	21	39	32	8	133	43	3
SCO1207	NC_003888.3	1278746	1279960	+	1215	NA	8	2	16	7	3	15	8	14	9	6	5	2	13	6	0	13	8	7
SCO1208	NC_003888.3	1279957	1280490	+	534	NA	3	6	21	0	3	4	1	6	1	0	6	2	1	0	0	7	2	0
SCO1209	NC_003888.3	1280487	1281713	-	1227	NA	157	165	199	56	46	182	100	280	107	186	272	66	272	197	15	660	130	21
SCO1210	NC_003888.3	1281884	1282540	+	657	NA	59	63	112	27	16	55	19	62	49	77	29	22	186	44	2	50	44	6
SCO1211	NC_003888.3	1282582	1283235	-	654	NA	8	15	14	4	2	12	6	16	4	6	8	1	20	10	0	14	6	6
SCO1212	NC_003888.3	1283300	1284538	+	1239	NA	206	221	363	86	73	250	103	231	122	191	239	111	416	229	28	477	170	23
SCO1213	NC_003888.3	1284562	1285290	+	729	NA	125	95	248	51	53	118	57	156	63	143	153	60	288	119	9	315	111	21
SCO1214	NC_003888.3	1285457	1286482	+	1026	NA	1271	1309	2560	596	261	1876	613	1246	713	1533	1745	505	2478	1374	55	4485	1002	225
SCO1215	NC_003888.3	1286676	1287626	+	951	NA	203	165	316	83	95	240	144	210	106	184	319	80	368	168	25	484	251	40
